Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,MSAuthor,GitHubAuthor
Test conditions with if/else expressions in Rust,https://docs.microsoft.com/en-us/learn/modules/rust-if-else-expressions/,7,605,"4,116",45.64%,487,110,119,2,119.1577778,23.91125975,27,4.7,10,,,vs-code;azure,student;developer,beginner,chnoring,GitHubber17
Test your Bicep code by using Azure Pipelines,https://docs.microsoft.com/en-us/learn/modules/test-bicep-code-using-azure-pipelines/,11,672,"3,952",16.59%,424,35,42,,115.1525,20.62432836,42,4.666666667,3,,,azure-resource-manager,devops-engineer;developer;administrator,intermediate,givermei,vermegi
Test your Bicep code by using GitHub Actions,https://docs.microsoft.com/en-us/learn/modules/test-bicep-code-using-github-actions/,11,145,"1,524",51.06%,95,24,30,,24.59472222,20.49560185,42,5,1,,,azure-resource-manager,devops-engineer;developer;administrator,intermediate,givermei,vermegi
Text classification for Naive Bayes,https://docs.microsoft.com/en-us/learn/modules/text-classification-naive-bayes/,7,2,2,NaN,0,0,,,0.000555556,0.033333333,81,,,,,azure;vs-code,developer;student;data-scientist,beginner,chnoring,sguthals
Text manipulation in Power Automate for desktop,https://docs.microsoft.com/en-us/learn/modules/pad-text-manipulation/,6,928,"3,456",34.93%,586,102,101,,76.5,9.913606911,45,4.857142857,7,,,power-platform;power-automate,maker;developer;functional-consultant,intermediate,marleon,mariosleon
Text manipulation in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/text-manipulation/,6,108,450,54.29%,70,19,20,,4.247777778,4.719753086,49,4,1,,,power-platform;power-automate,maker;developer;functional-consultant,intermediate,marleon,mariosleon
The Mojifier - Create a Slack bot that replaces people's faces with emojis matching their emotion,https://docs.microsoft.com/en-us/learn/modules/replace-faces-with-emojis-matching-emotion/,10,116,368,20.00%,30,3,3,,6.440555556,6.662643678,91,,,4,4,azure;azure-functions;vs-code,developer,intermediate,adsteven,adrianstevens
The Principles of Sustainable Software Engineering,https://docs.microsoft.com/en-us/learn/modules/sustainable-software-engineering-overview/,12,"32,205","399,258",57.38%,"24,084","6,847","5,467",107,4212.823056,15.78624677,33,4.825529185,"1,559",,,azure;dotnet;power-platform,developer;administrator;solution-architect;student;devops-engineer;data-scientist;data-engineer;database-administrator;ai-edge-engineer;ai-engineer;technology-manager,beginner,ashussai,ashussai
Threat detection with Microsoft Sentinel analytics,https://docs.microsoft.com/en-us/learn/modules/analyze-data-in-sentinel/,9,"1,925","16,058",61.75%,"1,633",502,588,2,301.5661111,18.88723034,70,4.740740741,27,,,azure;azure-sentinel,solution-architect,beginner,micrum,micrum
Threat hunting with Microsoft Sentinel,https://docs.microsoft.com/en-us/learn/modules/hunt-threats-sentinel/,7,"1,644","10,830",69.63%,"1,288",447,524,1,148.7511111,10.88422764,65,4.875,24,,,azure;azure-sentinel,solution-architect,beginner,micrum,micrum
Threat response with Microsoft Sentinel playbooks,https://docs.microsoft.com/en-us/learn/modules/threat-response-sentinel-playbooks/,7,"1,633","10,236",72.67%,"1,201",436,515,2,180.1933333,13.2495098,52,4.791666667,24,,,azure;azure-sentinel,solution-architect,beginner,micrum,micrum
Tools for code and data upgrade from Dynamics AX 2012 to Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/tools-code-data-upgrade-ax-2012-finance-operations/,6,165,832,50.00%,105,26,25,,33.31833333,24.37926829,66,5,1,,,dynamics-finance-operations;dynamics-scm;dynamics-finance,solution-architect;functional-consultant;administrator;developer,intermediate,cstorega,cstorega
Top 5 security items to consider before pushing to production,https://docs.microsoft.com/en-us/learn/modules/top-5-security-items-to-consider/,7,"5,264","34,696",76.29%,"4,146","1,577","1,706",4,637.2908333,14.58887829,45,4.711111111,90,,,azure;azure-key-vault,developer;administrator;security-engineer,intermediate,adpatrid,patridge
Tour the N-tier architecture style for your application,https://docs.microsoft.com/en-us/learn/modules/n-tier-architecture/,5,968,"2,136",12.29%,603,37,39,,43.69222222,5.427605245,39,4.833333333,6,,,azure,solution-architect,intermediate,jaboes,jboeshart
Trace serial and lot numbers in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/trace-serial-lot-numbers/,6,92,398,62.96%,54,17,17,,3.474166667,4.531521739,24,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Track Azure Databricks experiments in Azure Machine Learning,https://docs.microsoft.com/en-us/learn/modules/track-azure-databricks-experiments-azure-machine-learning/,8,740,"6,892",68.20%,656,223,232,1,134.5297222,21.87475158,24,4.6,5,,,azure-databricks,data-scientist,intermediate,gmalc,wwlpublish
Track global air quality with Azure Maps,https://docs.microsoft.com/en-us/learn/modules/azure-maps-track-air-pollution/,9,265,"1,038",12.50%,98,6,8,,15.64055556,7.163613232,43,5,1,16,7,azure-maps;azure;azure-iot,developer;student,beginner,chnoring,jimbobbennett
Track user and admin activity with Advanced Audit,https://docs.microsoft.com/en-us/learn/modules/advanced-audit/,7,174,640,43.75%,96,21,23,,10.05,6.931034483,65,5,2,,,m365;office-365,administrator,intermediate,beccarobins,beccarobins
Track wild polar bears with AI,https://docs.microsoft.com/en-us/learn/modules/build-ml-model-with-azure-stream-analytics/,8,518,"1,220",15.38%,130,10,9,,25.79694444,5.976126126,82,5,1,,,azure;power-bi,developer;data-scientist;student,beginner,chnoring,softchris
Train a machine learning model,https://docs.microsoft.com/en-us/learn/modules/train-machine-learning-model/,7,398,"2,580",70.67%,301,106,120,,30.57444444,9.264983165,53,4.7,10,,,azure-databricks,data-scientist,intermediate,b-dstrodtman,b-dstrod
Train a machine learning model for predictive maintenance by using ML.NET Model Builder,https://docs.microsoft.com/en-us/learn/modules/predictive-maintenance-model-builder/,10,"1,487","7,628",18.93%,752,71,66,2,178.4608333,14.43079515,43,4.941176471,17,,,dotnet,developer,intermediate,chnoring,luisquintanilla
Train a machine learning model with Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/train-machine-learning-model-azure-databricks/,7,906,"7,442",67.60%,785,265,272,4,109.3633333,14.51725664,21,4.833333333,12,,,azure-databricks,data-scientist,intermediate,gmalc,wwlpublish
Train a machine learning model with Azure Machine Learning,https://docs.microsoft.com/en-us/learn/modules/train-local-model-with-azure-mls/,7,"2,832","19,373",46.14%,"2,224",508,515,3,365.6944444,15.58357008,40,4.692307692,26,,,azure;azure-machine-learning,data-scientist;student,beginner,gmalc,wwlpublish
Train and evaluate classification models,https://docs.microsoft.com/en-us/learn/modules/train-evaluate-classification-models/,9,"2,994","22,688",53.63%,"2,600",694,709,5,805.7133333,32.53216689,47,4.753846154,65,805,603,vs-code,data-scientist,intermediate,jasdeb,TomReidNZ
Train and evaluate clustering models,https://docs.microsoft.com/en-us/learn/modules/train-evaluate-cluster-models/,7,"2,476","16,606",64.50%,"2,089",674,685,2,407.3097222,19.83651245,38,4.689655172,58,546,485,vs-code,data-scientist,intermediate,jasdeb,TomReidNZ
Train and evaluate deep learning models,https://docs.microsoft.com/en-us/learn/modules/train-evaluate-deep-learn-models/,9,"3,068","23,693",43.54%,"2,420",526,568,1,646.0672222,25.41903825,134,4.685714286,35,,,vs-code,data-scientist,advanced,gmalc,wwlpublish
Train and evaluate regression models,https://docs.microsoft.com/en-us/learn/modules/train-evaluate-regression-models/,9,"4,611","34,083",44.05%,"3,961",870,861,9,1300.765,34.05143979,52,4.74025974,77,"1,142",831,vs-code,data-scientist,intermediate,jasdeb,TomReidNZ
Train and package an Azure machine learning module for deployment to IoT Edge device,https://docs.microsoft.com/en-us/learn/modules/train-package-module-iot-edge/,13,393,"2,954",37.38%,217,40,44,1,46.07944444,14.1782906,86,2.666666667,3,,,azure-iot-hub,ai-edge-engineer,intermediate,chnoring,leestott
Train and understand regression models in machine learning,https://docs.microsoft.com/en-us/learn/modules/understand-regression-machine-learning/,9,"1,476","9,908",50.09%,"1,091",272,299,3,315.0436111,25.7178458,52,4.827586207,29,269,209,azure,ai-engineer;data-scientist;student,beginner,jasdeb,TomReidNZ
Train users on the new Windows and Microsoft 365 Apps features,https://docs.microsoft.com/en-us/learn/modules/m365-modern-usercomm-training/,5,"7,280","45,184",93.09%,"6,751","3,141","3,712",1,355.5116667,5.869757843,21,4.840909091,220,,,m365;windows;office-365,administrator,intermediate,teleary,temanteleary
Transcend data analysis together with Power BI and Excel,https://docs.microsoft.com/en-us/learn/modules/modern-analytics-excel/,11,894,"5,520",48.26%,522,125,130,1,106.7672222,14.39558052,127,4.571428571,7,,,power-platform;power-bi,business-user;business-analyst,intermediate,robde,heyrob
Transcribe large amounts of audio data with Batch Transcription,https://docs.microsoft.com/en-us/learn/modules/intro-to-batch-transcription/,7,108,376,26.92%,52,7,8,,5.719444444,6.354938272,35,5,1,3,3,azure;azure-cognitive-services;azure-speech-text,ai-engineer;developer;solution-architect;student,beginner,jasdeb,TomReidNZ
Transfer general ledger entries to cost accounting in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/transfer-gl-entries-dynamics-365-business-central/,5,126,578,58.97%,78,23,21,1,10.94583333,10.42460317,29,,,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate,kschimke,KevSch
Transfer items in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/transfer-items/,9,168,"1,042",45.10%,102,23,21,,19.96111111,14.25793651,44,4,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
"Transfer, split, and combine fixed assets in Dynamics 365 Business Central",https://docs.microsoft.com/en-us/learn/modules/transfer-split-combine-fixed-assets/,6,172,696,38.89%,108,21,18,,11.21583333,7.825,36,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Transform business software authoring with fusion development teams,https://docs.microsoft.com/en-us/learn/modules/transform-business-software-authoring-with-fusion-dev/,6,751,"3,512",28.93%,639,92,83,,72.64222222,11.65383244,17,,,,,power-platform;power-apps,developer;maker;administrator;business-user,beginner,masoucou,codemillmatt
"Transform data by implementing pivot, unpivot, rollup, and cube",https://docs.microsoft.com/en-us/learn/modules/transform-data-by-implementing-pivot-unpivot-rollup-cube/,6,428,"1,980",48.80%,250,61,70,,51.53611111,14.44937695,50,4.875,8,,,azure-sql-database;azure-sql-managed-instance;azure-sql-virtual-machines;azure-sqlserver-vm;sql-server,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student,advanced,rcaper,wwlpublish
Transform data by using Azure Stream Analytics,https://docs.microsoft.com/en-us/learn/modules/transform-data-with-azure-stream-analytics/,10,422,"2,408",36.52%,230,42,35,,34.43222222,9.791153239,49,5,1,,,azure;azure-stream-analytics,data-engineer,beginner,chtestao,ctesta-oneillmsft
Transform data with DataFrames in Apache Spark Pools in Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/modules/transform-data-with-dataframes-apache-spark-pools-azure-synapse-analytics/,9,"1,577","13,794",68.89%,"1,296",445,462,3,215.53,16.45267176,29,4.666666667,9,,,azure-synapse-analytics,data-engineer,intermediate,chtestao,wwlpublish
Transform education with strategic leadership,https://docs.microsoft.com/en-us/learn/modules/transform-education-strategic-leadership/,8,562,"3,518",62.13%,338,105,109,3,21.2075,4.528291815,27,4.76,25,,,flipgrid;office-forms;office-teams,k-12-educator;school-leader,intermediate,abdewees,mec-sa
Transformando el aprendizaje con Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/transformando-aprendizaje-microsoft-teams/,19,,,,,,,,,,98,,,,,office-teams,k-12-educator;school-leader,beginner,abdewees,mec-sa
Transition from Azure Information Protection to Microsoft Information Protection,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-information-transition-to-microsoft-information-protection/,4,"4,028","11,872",88.14%,"1,823",803,873,3,82.46861111,2.458080808,35,4.909090909,33,,,m365;office-365,administrator,intermediate,beccarobins,beccarobins
Transition from Configuration Manager to Intune,https://docs.microsoft.com/en-us/learn/modules/transition-from-configuration-manager-to-intune/,7,"7,169","60,389",93.36%,"6,738","3,148","3,807",11,485.11,8.134879821,23,4.793103448,116,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Transition from Excel to Power BI,https://docs.microsoft.com/en-us/learn/modules/modern-analytics-transition/,6,"2,028","7,416",41.00%,"1,126",230,225,3,148.1594444,8.784156785,48,4.583333333,12,,,power-platform;power-bi,business-user;business-analyst,intermediate,robde,heyrob
Transition from Skype for Business to Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/transition-from-skype-for-business-to-microsoft-teams/,7,"10,032","86,990",93.94%,"9,583","4,492","5,234",12,687.0688889,8.231656017,38,4.817460317,252,,,m365;office-teams,administrator,intermediate,tfrink,wwlpublish
Translate Dynamics 365 apps and documentation with Dynamics 365 Translation Service,https://docs.microsoft.com/en-us/learn/modules/dynamics-translation-service/,10,"11,555","241,204",79.09%,"10,840","4,281","7,368",1,609.0722222,6.433861502,63,4.72,100,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm;dynamics-sales;dynamics-field-service;dynamics-commerce;dynamics-customer-service;dynamics-business-central,solution-architect;functional-consultant;administrator,intermediate,cstorega,cstorega
Translate speech with the speech service,https://docs.microsoft.com/en-us/learn/modules/translate-speech-speech-service/,7,"1,610","12,574",70.06%,"1,400",489,511,,122.455,9.161221945,47,4.71875,32,,,azure-cognitive-services,ai-engineer;developer;solution-architect;student,intermediate,gmalc,wwlpublish
Translate text and speech,https://docs.microsoft.com/en-us/learn/modules/translate-text-with-translation-service/,5,"5,143","31,077",76.57%,"4,769","1,824","1,959",3,390.6916667,9.128309969,29,4.645833333,96,,,azure-cognitive-services,ai-engineer;data-scientist;developer;solution-architect;student,beginner,gmalc,wwlpublish
Translate text with the Translator service,https://docs.microsoft.com/en-us/learn/modules/translate-text-with-translator-service/,8,"1,449","12,552",75.23%,"1,298",486,516,,124.3722222,10.34997688,51,4.851851852,27,,,azure-cognitive-services,ai-engineer;developer,intermediate,gmalc,wwlpublish
Trigger an Azure Event Grid workflow from an IoT device,https://docs.microsoft.com/en-us/learn/modules/trigger-azure-event-grid-workflow-iot-device/,8,119,528,41.67%,49,10,11,,10.41777778,10.59435028,42,,,8,6,azure-iot;azure-iot-hub;azure-event-grid;azure-logic-apps,developer,intermediate,cahowd,ChrisHowd
