Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels,MSAuthor,GitHubAuthor
Explore Microsoft Graph scenarios for JavaScript development,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-scenarios/,3,520,"2,789",4.63%,281,13,14,2180,8.522019231,204,104,learn-m365.m365-msgraph-scenarios,developer,m365;ms-graph,intermediate,rwilliams,rabwill
Manage and engage with volunteers in Microsoft Cloud for Nonprofit,https://docs.microsoft.com/en-us/learn/paths/volunteer-management-nonprofit/,7,886,"4,462",4.59%,828,38,42,2180,7.240537998,21,130,learn-bizapps.volunteer-management-nonprofit,business-user;functional-consultant,industry-solutions;mscloud-nonprofit,intermediate,dbeasley,DaveBeasley
Develop Windows 10 applications,https://docs.microsoft.com/en-us/learn/paths/develop-windows10-apps/,4,"5,341","21,149",4.57%,"1,818",83,95,2180,8.31559633,"3,113",270,learn-windows.develop-windows-apps,developer,windows,beginner,quradic,QuinnRadich
Threat Modeling Security Fundamentals,https://docs.microsoft.com/en-us/learn/paths/tm-threat-modeling-fundamentals/,7,"2,126","13,060",4.56%,"1,031",47,53,2180,13.88417999,"3,464",192,learn.security.tm-threat-modeling-fundamentals,administrator;developer;devops-engineer;solution-architect;security-engineer,azure-iot-security-center;azure-iot-security-center,beginner;intermediate,rodsan,rodsan
AZ-400: Define and implement continuous integration,https://docs.microsoft.com/en-us/learn/paths/az-400-define-implement-continuous-integration/,11,"24,438","236,608",4.55%,"2,614",119,127,2180,26.65399105,"2,310",686,learn.az-400-define-implement-continuous-integration,devops-engineer;administrator;developer;solution-architect,azure;azure-devops;azure-virtual-machines;azure-automation,beginner,thpetche,tpetchel
Solution Architect: Design Microsoft Power Platform solutions,https://docs.microsoft.com/en-us/learn/paths/solution-architect-data/,12,"2,839","27,298",4.48%,"1,606",72,76,2180,30.16083128,687,426,learn-bizapps.solution-architect-design,solution-architect,power-platform;dynamics-365;power-apps;power-automate;power-virtual-agents,advanced,dbeasley,DaveBeasley
Take your first steps with F#,https://docs.microsoft.com/en-us/learn/paths/fsharp-first-steps/,5,"1,724","13,655",4.46%,986,44,56,2180,13.18561485,250,102,learn.languages.fsharp-first-steps,developer;student,dotnet,beginner,chnoring,softchris
Develop apps with the Microsoft Graph Toolkit,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-toolkit/,4,619,"2,674",4.33%,323,14,14,2180,9.36459343,264,91,learn-m365.m365-msgraph-toolkit,developer,m365;ms-graph,beginner,aycabas,aycabas
Continuous integration with Azure DevOps for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/continuous-integration/,7,"1,330","10,266",4.33%,439,19,23,2180,22.40467419,224,432,learn-dynamics.continuous-integration,developer,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Accelerate cloud adoption with the Microsoft Cloud Adoption Framework for Azure,https://docs.microsoft.com/en-us/learn/paths/cloud-adoption-framework/,8,"1,821","11,329",4.29%,"1,118",48,55,2180,16.01941241,414,582,learn.accelerate-cloud-adoption,administrator;developer;solution-architect;auditor;business-analyst;business-owner;data-engineer;database-administrator;developer;devops-engineer;functional-consultant;privacy-manager;risk-practitioner;security-engineer;solution-architect;student;technology-manager,azure,beginner,bblanch,BrianBlanchard
Web development for beginners,https://docs.microsoft.com/en-us/learn/paths/web-development-101/,6,"4,947","39,628",4.26%,"3,377",144,175,2180,14.22826966,"1,505",109,learn.student-evangelism.web-development-101,student,azure,beginner,jelooper,softchris
Create surveys with Dynamics 365 Customer Voice,https://docs.microsoft.com/en-us/learn/paths/create-surveys/,6,"1,329","9,302",4.22%,592,25,25,2180,16.85282167,451,258,learn-dynamics.create-surveys,functional-consultant;business-user,dynamics-365;customer-voice,intermediate,dbeasley,DaveBeasley
Extend Microsoft Viva Connections,https://docs.microsoft.com/en-us/learn/paths/m365-extend-viva-connections/,4,"1,827","9,379",4.18%,"1,460",61,64,2180,14.46343733,73,95,learn-m365.m365-extend-viva-connections,developer,m365,beginner,wmastyka,waldekmastykarz
Design effective reports in Power BI,https://docs.microsoft.com/en-us/learn/paths/power-bi-effective/,6,"4,980","36,335",4.16%,"4,131",172,185,2180,22.55175033,451,232,learn-bizapps.power-bi-effective,data-analyst;business-analyst,power-bi,intermediate,robde,heyrob
Customize and add advanced features to Xamarin.Forms apps,https://docs.microsoft.com/en-us/learn/paths/customize-your-xamarin-forms-apps/,9,"1,397","9,954",4.08%,392,16,19,2180,20.0456335,"1,701",505,learn-xamarin.customize-your-xamarin-forms-apps,developer,xamarin;dotnet;vs,intermediate,adpatrid,patridge
Create data-driven websites by using the Python framework Django,https://docs.microsoft.com/en-us/learn/paths/django-create-data-driven-websites/,6,"1,382","12,074",4.07%,738,30,36,2180,19.28398456,464,180,learn.django-create-data-driven-websites,developer;student,azure;vs-code;azure-app-service,intermediate,chnoring,GeekTrainer
"Monitor the usage, performance, and availability of resources with Azure Monitor",https://docs.microsoft.com/en-us/learn/paths/monitor-usage-performance-availability-resources-azure-monitor/,7,"9,262","120,083",4.06%,591,24,30,2180,32.69007414,161,331,learn.monitor-usage-performance-availability-resources-azure-monitor,solution-architect;administrator,azure;azure-monitor,beginner,nedelgad,ndelgado
Microsoft Graph Fundamentals,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-fundamentals/,3,"1,759","8,277",4.02%,"1,170",47,52,2180,13.42731666,755,75,learn-m365.m365-msgraph-fundamentals,developer,m365;ms-graph,beginner,rwilliams,rabwill
Take your first steps with Python,https://docs.microsoft.com/en-us/learn/paths/python-first-steps/,10,"27,875","220,676",3.90%,"10,201",398,437,2180,17.84644484,"13,323",279,learn.languages.python-first-steps,developer;student,vs-code,beginner,rotabor,bobtabor-msft
Start in tech as an intern,https://docs.microsoft.com/en-us/learn/paths/start-career-in-tech/,3,"1,162","5,495",3.85%,882,34,40,2180,13.65496271,389,72,learn.start-career-in-tech,developer;student,azure;vs;vs-code,beginner,chnoring,softchris
Cloud developer,https://docs.microsoft.com/en-us/learn/paths/cmu-developer/,20,"3,718","23,959",3.83%,287,11,12,2180,16.95425408,213,1341,learn.cmu-cloud-admin.cloud-developer,administrator;student,azure,beginner,chnoring,softchris
Cloud computing basics for developers,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-developer-basics/,6,"2,074","13,799",3.79%,"1,003",38,44,2180,21.04465606,"2,154",413,learn.cmu-cloud-computing.cmu-cloud-computing-basics,developer;student,azure,beginner;intermediate,chnoring,softchris
Introduction to Kubernetes on Azure,https://docs.microsoft.com/en-us/learn/paths/intro-to-kubernetes-on-azure/,6,"18,310","94,006",3.78%,"2,566",97,105,2180,18.78621609,"4,100",294,learn.intro-to-kubernetes-on-azure,administrator;developer;solution-architect;devops-engineer,azure;azure-kubernetes-service,beginner,jaboes,jboeshart
"Build serverless, full stack applications in Azure",https://docs.microsoft.com/en-us/learn/paths/build-serverless-full-stack-apps-azure/,4,"2,016","10,369",3.67%,"1,173",43,52,2180,16.95799438,"1,170",175,learn.build-serverless-full-stack-apps-azure,developer;database-administrator;solution-architect;devops-engineer;data-engineer,azure-sql-database;github;vs-code;azure-functions;azure-app-service-static;azure-web-apps;azure-logic-apps;azure-devops;azure-blob-storage,intermediate,antho,amthomas46
Get Started with Power Apps portals,https://docs.microsoft.com/en-us/learn/paths/get-started-power-apps-portals/,5,"2,938","18,358",3.61%,"1,854",67,73,2180,17.63178466,"1,537",188,learn-bizapps.get-started-power-apps-portals,maker;functional-consultant;administrator,power-platform;power-apps,intermediate,dbeasley,DaveBeasley
Deploy Azure resources by using Bicep and Azure Pipelines,https://docs.microsoft.com/en-us/learn/paths/bicep-azure-pipelines/,5,"1,557","10,023",3.25%,738,24,29,2180,26.04363091,17,212,learn.bicep-azure-pipelines,developer;administrator;solution-architect,azure;azure-resource-manager,intermediate,jodowns,johndowns
Deploy and manage resources in Azure by using JSON ARM templates,https://docs.microsoft.com/en-us/learn/paths/deploy-manage-resource-manager-templates/,8,"10,773","79,975",3.24%,"1,759",57,63,2180,22.77126922,726,306,learn.deploy-manage-resource-manager-templates,developer;administrator;solution-architect,azure;azure-resource-manager,beginner,thpetche,tpetchel
Migrate ASP.NET Apps to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-dotnet-apps-azure/,6,"28,045","298,910",3.23%,743,24,27,2180,14.9033268,"1,032",315,learn.azure.migrate-dotnet-apps-azure,developer;solution-architect;administrator,azure;azure-sql-database;azure-app-service;aspnet,beginner,nickwalk,nickwalkmsft
Build JavaScript applications by using TypeScript,https://docs.microsoft.com/en-us/learn/paths/build-javascript-applications-typescript/,8,"4,763","32,568",3.01%,"2,026",61,70,2180,19.46105396,"1,010",376,learn.build-javascript-applications-typescript,student;developer,vs-code,intermediate,chnoring,softchris
Building Open Source Software (OSS) Analytics Solutions with Azure HDInsight,https://docs.microsoft.com/en-us/learn/paths/build-oss-analytical-solutions-az-hdinsight/,7,537,"3,933",3.00%,300,9,9,2180,23.37712601,"1,169",306,learn.wwl.build-oss-analytical-solutions-az-hdinsight,data-engineer;data-scientist,azure-hdinsight,intermediate,chtestao,wwlpublish
Introduction to developing with Microsoft Power Platform,https://docs.microsoft.com/en-us/learn/paths/intro-developing-power-platform/,3,"3,156","12,150",2.96%,"2,672",79,84,2180,11.40200676,"4,266",111,learn-dynamics.introduction-development,developer,dynamics-365;power-platform;power-apps,intermediate,dbeasley,DaveBeasley
Foundations of data science for machine learning,https://docs.microsoft.com/en-us/learn/paths/machine-learning-foundations-using-data-science/,14,"12,895","150,322",2.94%,"3,364",99,121,2180,46.42697945,343,763,learn.machinelearning.machine-learning-foundations-using-data-science,ai-engineer;data-scientist;developer;student,azure,beginner;intermediate,jasdeb,TomReidNZ
Build your tech resilience,https://docs.microsoft.com/en-us/learn/paths/tech-resilience/,9,"2,290","15,785",2.90%,"1,102",32,37,2180,19.60788937,456,352,learn.student-evangelism.tech-resilience,developer;student,azure,beginner,chnoring,softchris
Classify space rocks by using Python and artificial intelligence,https://docs.microsoft.com/en-us/learn/paths/classify-space-rocks-artificial-intelligence-nasa/,4,516,"3,039",2.89%,381,11,12,2180,7.690536176,"1,276",116,learn.classify-space-rocks-artificial-intelligence-nasa,student;data-scientist,vs-code,beginner,sguthals,drguthals
Introduction to machine learning with Python and Azure Notebooks,https://docs.microsoft.com/en-us/learn/paths/intro-to-ml-with-python/,3,754,"2,964",2.87%,627,18,20,2180,11.50415561,"5,131",131,learn.data-ai.intro-to-ml-with-python,developer;data-scientist,azure;azure-portal,beginner,chnoring,jeffprosise
AZ-700 Designing and Implementing Microsoft Azure Networking Solutions,https://docs.microsoft.com/en-us/learn/paths/design-implement-microsoft-azure-networking-solutions-az-700/,8,"8,239","76,711",2.78%,"6,471",180,202,2180,45.36951289,"1,245",567,learn.wwl.designing-implementing-microsoft-azure-networking-solutions-az-700,administrator;network-engineer,azure-application-gateway;azure-dns;azure-expressroute;azure-firewall;azure-firewall-manager;azure-front-door;azure-load-balancer;azure-network-watcher;azure-private-link;azure-traffic-manager;azure-virtual-network;azure-virtual-wan;azure-vpn-gateway,intermediate,jileary,wwlpublish
Use DAX in Power BI Desktop,https://docs.microsoft.com/en-us/learn/paths/dax-power-bi/,7,"17,889","119,846",2.71%,"12,531",339,367,2180,20.2445432,"6,767",156,learn-bizapps.use-dax-power-bi-desktop,maker;data-analyst,power-bi,intermediate,robde,heyrob
Deploy and manage resources in Azure by using Bicep,https://docs.microsoft.com/en-us/learn/paths/bicep-deploy/,8,"5,043","42,771",2.64%,"3,034",80,70,2180,34.4292088,441,286,learn.bicep-deploy-manage,developer;administrator;solution-architect,azure;azure-resource-manager,beginner,jodowns,johndowns
Build .NET applications with C#,https://docs.microsoft.com/en-us/learn/paths/build-dotnet-applications-csharp/,6,"46,854","333,921",2.54%,"17,356",441,526,2180,17.88559283,"4,926",184,learn.build-dotnet-applications-csharp,developer,dotnet,beginner,nickwalk,nickwalkmsft
Define an AI strategy to create business value across industries,https://docs.microsoft.com/en-us/learn/paths/ai-strategy-for-business-value/,7,"5,154","36,588",2.48%,"2,221",55,58,2180,15.1003072,"1,614",334,learn.ai-strategy-for-business-value,functional-consultant;business-user,azure;dynamics-365;m365,intermediate,rawortma,RWortmanMorris
TensorFlow fundamentals,https://docs.microsoft.com/en-us/learn/paths/tensorflow-fundamentals/,5,748,"3,037",2.34%,470,11,12,2180,11.48614082,251,275,learn.tensorflow.tensorflow-fundamentals,data-scientist;developer;student,azure-machine-learning,beginner;intermediate,cassieb,cassiebreviu
Quantum computing foundations,https://docs.microsoft.com/en-us/learn/paths/quantum-computing-fundamentals/,8,"2,228","14,280",2.24%,"1,384",31,35,2180,20.25204219,"1,297",435,learn.quantum-computing-fundamentals,developer,qdk;azure-quantum,beginner;intermediate,thpetche,tpetchel
Explore space with Python and Visual Studio Code; inspired by Netflix's Over the Moon,https://docs.microsoft.com/en-us/learn/paths/explore-space-using-python/,3,"1,121","5,276",2.19%,684,15,17,2180,10.91067499,"1,315",129,learn.explore-space-using-python,data-scientist;developer;student,azure-custom-vision;vs-code,beginner,sguthals,sguthals
AI edge engineer,https://docs.microsoft.com/en-us/learn/paths/ai-edge-engineer/,17,"3,858","33,979",2.02%,"1,290",26,27,2180,20.82507776,"2,707",1050,learn.ai-edge-engineer,ai-engineer;data-scientist,azure;azure-iot;azure-notebooks;azure-cloud-shell;azure-container-instances;azure-container-registry;azure-iot-edge;azure-iot-hub;azure-machine-learning;azure-resource-manager;azure-virtual-machines,beginner,leestott,leestott
Extend Microsoft SharePoint – Associate,https://docs.microsoft.com/en-us/learn/paths/m365-sharepoint-associate/,8,"2,785","17,041",1.90%,"1,155",22,24,2180,19.70677439,"1,770",553,learn-m365.sharepoint-associate,developer,m365;office-365,intermediate,suzanz,andrewconnell-msft
Transform your business applications with fusion development,https://docs.microsoft.com/en-us/learn/paths/transform-business-applications-with-fusion-development/,5,"2,986","13,153",1.76%,"1,650",29,34,2180,14.57249386,507,199,learn-bizapps.transform-with-fusion-dev,maker;developer,azure;azure-api-management;dotnet;power-apps;power-platform,beginner,masoucou,codemillmatt
Azure Static Web Apps,https://docs.microsoft.com/en-us/learn/paths/azure-static-web-apps/,5,"4,963","22,391",1.70%,999,17,16,2180,11.47551212,666,138,learn.azure-static-web-apps,developer;solution-architect;student,azure;azure-app-service;azure-app-service-static,beginner,jopapa,johnpapa
