*Time stamp		count-src,src-ip		count-dest,dest-ip		count-anyport-src,ip		count-anyport-dest,ip
1998-06-2414:38:38	1	"192.168.001.001"	1	"208.007.181.207"	3	"172.016.117.052"	1	"209.003.101.139"
1998-06-2412:24:43	1	"194.007.248.153"	2	"167.008.029.016"	2	"172.016.117.052"	2	"172.016.114.050"
1998-06-2412:42:11	1	"196.037.075.158"	2	"130.219.034.100"	4	"172.016.115.087"	2	"207.046.148.250"
1998-06-2413:13:49	1	"172.016.117.132"	2	"207.033.169.043"	4	"172.016.112.149"	2	"207.033.169.043"
1998-06-2410:16:23	1	"172.016.113.105"	2	"172.016.112.194"	2	"194.007.248.153"	2	"196.037.075.158"
1998-06-2411:40:15	1	"172.016.114.169"	2	"204.162.080.136"	4	"172.016.114.169"	2	"204.177.061.002"
1998-06-2412:13:52	6	"197.218.177.069"	3	"196.227.033.189"	8	"197.218.177.069"	7	"172.016.114.207"
1998-06-2409:18:03	1	"194.007.248.153"	3	"207.158.250.102"	3	"172.016.114.207"	3	"207.158.250.102"
1998-06-2409:56:02	1	"172.016.117.103"	2	"209.043.240.171"	3	"172.016.113.204"	2	"209.043.240.171"
1998-06-2410:11:27	1	"195.073.151.050"	2	"172.016.112.194"	8	"135.013.216.191"	2	"172.016.113.084"
1998-06-2417:30:09	1	"172.016.116.201"	3	"192.168.001.010"	5	"172.016.114.207"	3	"192.168.001.010"
1998-06-2417:27:52	2	"172.016.116.044"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2418:00:43	2	"192.168.001.010"	4	"192.168.001.010"	9	"196.037.075.158"	4	"192.168.001.010"
1998-06-2415:49:25	1	"172.016.117.111"	2	"197.182.091.233"	4	"172.016.117.111"	2	"208.194.115.053"
1998-06-2416:04:41	2	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2416:46:55	2	"172.016.116.044"	12	"192.168.001.010"	10	"172.016.116.044"	12	"192.168.001.010"
1998-06-2414:19:09	1	"172.016.117.111"	2	"199.183.024.253"	3	"172.016.113.084"	2	"199.183.024.253"
1998-06-2414:13:52	1	"197.218.177.069"	3	"207.025.071.145"	5	"197.218.177.069"	3	"207.025.071.145"
1998-06-2414:43:53	1	"194.007.248.153"	2	"192.096.145.004"	3	"172.016.114.148"	2	"197.218.177.069"
1998-06-2408:47:35	1	"172.016.117.111"	15	"152.163.210.008"	17	"172.016.117.111"	15	"208.140.130.007"
1998-06-2410:13:21	1	"172.016.117.103"	3	"192.168.001.020"	10	"196.037.075.158"	3	"196.037.075.158"
1998-06-2410:26:16	3	"172.016.114.148"	5	"192.168.001.010"	5	"172.016.113.105"	5	"192.168.001.010"
1998-06-2416:42:34	2	"172.016.116.044"	12	"192.168.001.010"	12	"172.016.116.044"	12	"192.168.001.010"
1998-06-2417:39:55	4	"192.168.001.010"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2419:54:07	3	"192.168.001.010"	1	"204.034.175.079"	3	"192.168.001.010"	3	"172.016.116.044"
1998-06-2416:19:02	5	"197.218.177.069"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2416:11:07	2	"172.016.116.044"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2416:59:18	2	"172.016.116.044"	6	"192.168.001.010"	9	"194.027.251.021"	6	"192.168.001.010"
1998-06-2413:35:26	1	"172.016.117.132"	1	"205.231.210.013"	2	"172.016.117.052"	1	"205.231.210.013"
1998-06-2414:41:30	1	"195.115.218.108"	2	"192.096.145.004"	3	"195.115.218.108"	2	"207.121.190.172"
1998-06-2415:43:26	2	"172.016.116.044"	5	"192.168.001.010"	8	"196.037.075.158"	5	"192.168.001.010"
1998-06-2412:11:44	1	"196.227.033.189"	2	"172.016.114.148"	3	"172.016.117.052"	2	"204.162.080.136"
1998-06-2412:32:26	1	"172.016.114.168"	2	"207.046.130.139"	4	"172.016.114.168"	2	"207.046.130.139"
1998-06-2413:10:08	1	"172.016.117.132"	2	"207.178.060.131"	3	"172.016.113.105"	2	"207.178.060.131"
1998-06-2408:49:15	1	"172.016.112.194"	1	"172.016.112.194"	3	"197.182.091.233"	1	"209.001.224.012"
1998-06-2410:24:33	1	"172.016.114.207"	3	"172.016.114.148"	5	"194.007.248.153"	4	"172.016.114.148"
1998-06-2411:51:34	1	"196.037.075.158"	2	"172.016.113.105"	6	"194.007.248.153"	2	"172.016.113.105"
1998-06-2501:03:07	2	"192.168.001.020"	326	"192.168.001.010"	326	"192.168.001.020"	326	"192.168.001.010"
1998-06-2416:47:38	2	"172.016.116.044"	17	"192.168.001.010"	14	"172.016.116.044"	17	"192.168.001.010"
1998-06-2417:26:39	2	"172.016.116.044"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2416:46:23	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	9	"192.168.001.010"
1998-06-2414:49:54	1	"172.016.117.052"	2	"209.143.215.163"	3	"172.016.117.052"	2	"209.143.215.163"
1998-06-2414:32:26	1	"172.016.115.005"	2	"208.215.239.071"	5	"135.013.216.191"	2	"208.215.239.071"
1998-06-2415:25:35	1	"172.016.115.005"	2	"172.016.112.194"	11	"135.013.216.191"	3	"195.115.218.108"
1998-06-2412:23:07	24	"197.218.177.069"	2	"136.149.142.178"	24	"197.218.177.069"	24	"172.016.113.105"
1998-06-2412:32:28	1	"172.016.114.168"	2	"205.181.112.065"	5	"172.016.114.168"	2	"207.046.130.139"
1998-06-2413:44:40	1	"196.037.075.158"	2	"128.008.010.029"	4	"196.037.075.158"	2	"172.016.112.194"
1998-06-2410:04:58	1	"172.016.112.020"	1	"207.087.175.070"	1	"172.016.117.103"	1	"207.087.175.070"
1998-06-2410:48:07	1	"172.016.117.103"	2	"207.158.237.174"	9	"135.013.216.191"	2	"207.158.237.174"
1998-06-2411:42:30	3	"197.218.177.069"	1	"207.068.161.039"	3	"197.218.177.069"	3	"172.016.113.105"
1998-06-2421:31:14	1	"172.016.117.103"	2	"208.214.174.076"	2	"172.016.117.103"	2	"208.214.174.076"
1998-06-2417:38:32	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2417:30:17	1	"197.218.177.069"	2	"206.137.188.007"	5	"172.016.114.207"	2	"206.137.188.007"
1998-06-2418:47:38	2	"192.168.001.010"	2	"192.168.001.010"	2	"192.168.001.010"	2	"192.168.001.010"
1998-06-2415:04:29	1	"197.182.091.233"	2	"204.071.200.074"	4	"197.182.091.233"	3	"195.115.218.108"
1998-06-2415:40:58	2	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2417:25:26	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2415:16:20	6	"172.016.114.148"	3	"194.007.248.153"	10	"172.016.114.148"	7	"196.227.033.189"
1998-06-2415:13:57	1	"194.007.248.153"	1	"172.016.114.168"	5	"194.007.248.153"	1	"209.003.101.137"
1998-06-2415:46:59	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2412:12:33	1	"172.016.116.201"	3	"172.016.112.207"	4	"197.218.177.069"	3	"172.016.112.207"
1998-06-2412:15:07	1	"195.115.218.108"	3	"195.115.218.108"	3	"172.016.116.201"	3	"195.115.218.108"
1998-06-2414:01:18	1	"172.016.115.005"	2	"172.016.112.050"	3	"196.227.033.189"	2	"209.067.003.082"
1998-06-2409:16:42	1	"209.012.013.144"	2	"204.162.080.136"	2	"172.016.116.194"	2	"204.162.080.136"
1998-06-2411:29:35	1	"196.227.033.189"	2	"196.227.033.189"	2	"172.016.115.005"	2	"196.227.033.189"
1998-06-2412:09:51	1	"195.115.218.108"	4	"172.016.113.204"	10	"195.115.218.108"	4	"172.016.114.148"
1998-06-2500:27:21	1	"172.016.116.194"	1	"207.206.205.228"	1	"172.016.116.194"	1	"207.206.205.228"
1998-06-2417:00:42	9	"197.218.177.069"	7	"192.168.001.010"	9	"197.218.177.069"	9	"172.016.113.204"
1998-06-2417:14:54	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2422:20:04	1	"196.227.033.189"	1	"192.168.001.010"	3	"172.016.112.020"	1	"197.218.177.069"
1998-06-2412:44:12	1	"195.115.218.108"	2	"172.016.113.084"	5	"197.218.177.069"	2	"172.016.113.084"
1998-06-2414:59:38	4	"197.218.177.069"	4	"206.132.025.071"	5	"172.016.115.005"	4	"206.132.025.071"
1998-06-2415:54:06	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2410:08:47	1	"197.182.091.233"	4	"192.168.001.010"	5	"172.016.112.020"	4	"192.168.001.010"
1998-06-2411:28:20	1	"196.227.033.189"	1	"172.016.113.105"	9	"196.227.033.189"	2	"194.027.251.021"
1998-06-2411:34:37	1	"195.115.218.108"	2	"192.151.011.032"	4	"172.016.114.169"	2	"197.182.091.233"
1998-06-2501:28:08	1	"192.168.001.005"	1	"192.168.001.005"	1	"192.168.001.005"	1	"192.168.001.005"
1998-06-2418:03:41	4	"192.168.001.010"	4	"192.168.001.010"	4	"192.168.001.010"	4	"192.168.001.010"
1998-06-2418:08:18	3	"192.168.001.010"	6	"192.168.001.010"	6	"192.168.001.010"	6	"192.168.001.010"
1998-06-2421:26:32	1	"172.016.117.103"	3	"205.200.037.091"	3	"172.016.117.103"	3	"205.200.037.091"
1998-06-2416:46:13	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	9	"192.168.001.010"
1998-06-2417:04:20	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2417:29:15	1	"195.115.218.108"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2414:45:09	1	"196.227.033.189"	2	"172.016.114.169"	3	"194.027.251.021"	2	"172.016.114.169"
1998-06-2414:15:39	1	"197.218.177.069"	1	"207.060.166.093"	3	"135.008.060.182"	1	"207.060.166.093"
1998-06-2416:09:31	2	"172.016.116.044"	11	"192.168.001.010"	11	"172.016.116.044"	11	"192.168.001.010"
1998-06-2412:43:08	1	"172.016.115.087"	5	"130.219.034.100"	5	"172.016.115.087"	5	"130.219.034.100"
1998-06-2414:00:27	1	"172.016.114.168"	2	"172.016.112.194"	5	"172.016.114.168"	2	"196.227.033.189"
1998-06-2413:59:10	4	"172.016.114.148"	2	"206.132.025.071"	10	"135.008.060.182"	4	"195.073.151.050"
1998-06-2409:19:16	1	"172.016.116.194"	3	"206.099.246.005"	3	"172.016.114.168"	3	"206.099.246.005"
1998-06-2409:36:28	6	"197.218.177.069"	1	"197.182.091.233"	6	"197.218.177.069"	6	"172.016.112.207"
1998-06-2410:14:57	1	"194.027.251.021"	2	"205.216.163.092"	7	"194.027.251.021"	2	"205.216.163.092"
1998-06-2500:22:28	1	"192.168.001.010"	2	"192.168.001.020"	2	"192.168.001.010"	2	"192.168.001.020"
1998-06-2418:22:39	4	"192.168.001.010"	4	"192.168.001.010"	4	"192.168.001.010"	4	"192.168.001.010"
1998-06-2423:49:11	1	"172.016.116.194"	1	"207.025.071.145"	1	"172.016.116.194"	1	"207.025.071.145"
1998-06-2418:12:05	3	"192.168.001.010"	2	"204.123.002.075"	3	"192.168.001.010"	3	"172.016.116.044"
1998-06-2418:18:02	7	"192.168.001.010"	2	"192.168.001.010"	7	"192.168.001.010"	7	"172.016.116.044"
1998-06-2418:18:04	8	"192.168.001.010"	2	"192.168.001.010"	8	"192.168.001.010"	8	"172.016.116.044"
1998-06-2416:20:18	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2416:58:20	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2417:00:34	12	"197.218.177.069"	5	"192.168.001.010"	12	"197.218.177.069"	12	"172.016.113.204"
1998-06-2413:27:09	1	"172.016.114.207"	3	"197.182.091.233"	4	"172.016.114.168"	3	"204.029.144.200"
1998-06-2415:11:24	1	"172.016.114.169"	4	"207.025.071.027"	4	"172.016.115.005"	4	"207.025.071.027"
1998-06-2416:26:24	25	"172.016.114.148"	5	"192.168.001.010"	25	"172.016.114.148"	19	"135.013.216.191"
1998-06-2412:34:48	1	"197.182.091.233"	2	"203.018.051.047"	3	"172.016.115.087"	2	"203.018.051.047"
1998-06-2412:57:29	1	"172.016.114.169"	2	"207.025.071.037"	2	"172.016.114.169"	2	"207.025.071.037"
1998-06-2412:51:30	1	"172.016.114.169"	2	"169.132.014.002"	5	"172.016.112.194"	2	"207.077.090.013"
1998-06-2409:06:00	1	"172.016.114.207"	2	"136.149.142.178"	3	"172.016.117.103"	2	"136.149.142.178"
1998-06-2411:53:10	1	"194.007.248.153"	3	"209.008.150.031"	3	"172.016.113.084"	3	"209.008.150.031"
1998-06-2412:13:31	1	"172.016.114.207"	3	"196.227.033.189"	6	"135.013.216.191"	3	"196.227.033.189"
1998-06-2417:11:22	24	"172.016.114.148"	2	"207.025.071.145"	24	"172.016.114.148"	24	"197.218.177.069"
1998-06-2418:33:29	1	"172.016.116.044"	2	"192.168.001.010"	2	"172.016.116.044"	2	"192.168.001.010"
1998-06-2504:52:00	1	"172.016.115.005"	2	"137.244.199.129"	2	"172.016.115.005"	2	"137.244.199.129"
1998-06-2416:40:45	2	"172.016.116.044"	9	"192.168.001.010"	8	"172.016.116.044"	9	"192.168.001.010"
1998-06-2417:36:06	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2416:55:57	2	"192.168.001.010"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2415:14:55	1	"194.027.251.021"	3	"207.025.071.027"	6	"135.013.216.191"	3	"207.025.071.027"
1998-06-2415:10:20	1	"172.016.112.194"	2	"192.168.001.010"	3	"172.016.117.111"	4	"192.168.001.010"
1998-06-2415:50:34	1	"196.227.033.189"	2	"172.016.113.084"	3	"196.227.033.189"	3	"172.016.113.084"
1998-06-2412:52:43	24	"172.016.114.148"	2	"194.098.007.131"	24	"172.016.114.148"	24	"135.008.060.182"
1998-06-2414:46:53	1	"172.016.115.005"	3	"131.084.001.034"	5	"172.016.115.005"	3	"131.084.001.034"
1998-06-2415:02:09	1	"172.016.117.103"	2	"137.245.085.134"	3	"172.016.117.132"	2	"209.025.045.061"
1998-06-2409:04:56	1	"172.016.114.168"	2	"205.181.112.065"	3	"172.016.114.148"	2	"205.181.112.065"
1998-06-2411:11:50	1	"172.016.115.005"	4	"136.149.142.178"	4	"172.016.115.005"	4	"136.149.142.178"
1998-06-2412:50:26	1	"172.016.115.087"	1	"152.163.210.008"	3	"172.016.113.105"	1	"207.025.071.027"
1998-06-2418:08:24	3	"192.168.001.010"	6	"192.168.001.010"	6	"192.168.001.010"	6	"192.168.001.010"
1998-06-2418:15:54	3	"192.168.001.010"	1	"207.051.123.250"	3	"192.168.001.010"	2	"172.016.116.044"
1998-06-2416:49:36	3	"172.016.114.148"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2417:02:09	1	"194.007.248.153"	3	"172.016.114.050"	6	"195.115.218.108"	3	"172.016.114.050"
1998-06-2417:55:16	3	"192.168.001.010"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2414:53:49	1	"172.016.117.111"	4	"167.008.029.016"	3	"172.016.117.132"	4	"167.008.029.016"
1998-06-2415:21:07	1	"172.016.114.168"	1	"172.016.113.204"	3	"172.016.115.005"	1	"209.001.112.251"
1998-06-2415:54:12	2	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2413:54:25	1	"172.016.114.207"	3	"206.039.184.002"	6	"172.016.112.194"	4	"172.016.114.207"
1998-06-2413:53:12	1	"196.227.033.189"	2	"195.115.218.108"	7	"172.016.114.207"	2	"207.025.071.027"
1998-06-2414:55:08	1	"172.016.117.103"	2	"038.165.144.107"	4	"135.013.216.191"	3	"172.016.114.050"
1998-06-2413:24:41	1	"192.168.001.010"	2	"172.016.114.207"	7	"197.182.091.233"	2	"198.005.167.131"
1998-06-2413:55:42	1	"195.073.151.050"	3	"172.016.112.194"	7	"172.016.114.168"	3	"172.016.112.194"
1998-06-2413:41:30	1	"172.016.117.132"	4	"205.169.236.247"	9	"172.016.117.132"	4	"205.169.236.247"
1998-06-2409:58:07	1	"192.168.001.001"	1	"198.233.040.006"	2	"172.016.117.103"	1	"206.196.140.002"
1998-06-2412:40:32	1	"197.182.091.233"	2	"134.205.165.120"	4	"172.016.113.105"	2	"152.163.212.171"
1998-06-2413:09:36	1	"172.016.113.204"	3	"207.025.071.178"	5	"172.016.113.204"	3	"207.025.071.178"
1998-06-2409:32:48	1	"194.027.251.021"	1	"012.016.134.203"	3	"194.027.251.021"	1	"209.085.124.166"
1998-06-2409:34:33	10	"172.016.114.148"	3	"204.146.018.033"	10	"172.016.114.148"	6	"195.073.151.050"
1998-06-2409:45:21	1	"197.218.177.069"	2	"198.011.057.054"	3	"135.013.216.191"	2	"198.011.057.054"
1998-06-2419:28:08	3	"192.168.001.010"	1	"172.016.116.044"	3	"192.168.001.010"	3	"172.016.116.044"
1998-06-2501:18:08	1	"192.168.001.001"	1	"192.168.001.001"	1	"192.168.001.005"	1	"192.168.001.010"
1998-06-2419:25:45	1	"172.016.115.087"	1	"192.168.001.010"	1	"172.016.115.087"	1	"205.181.112.065"
1998-06-2416:41:19	2	"172.016.116.044"	7	"192.168.001.010"	6	"172.016.116.044"	7	"192.168.001.010"
1998-06-2416:44:32	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2418:07:20	2	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2413:52:08	1	"172.016.117.132"	3	"206.039.184.002"	4	"172.016.117.132"	3	"206.039.184.002"
1998-06-2415:00:40	18	"172.016.114.148"	2	"172.016.114.148"	18	"172.016.114.148"	14	"195.115.218.108"
1998-06-2415:13:39	1	"172.016.117.132"	1	"172.016.113.050"	2	"194.027.251.021"	1	"209.003.101.137"
1998-06-2412:08:57	1	"192.168.001.001"	1	"192.168.001.005"	2	"172.016.113.084"	2	"194.007.248.153"
1998-06-2412:26:18	4	"197.218.177.069"	2	"172.016.112.194"	7	"172.016.114.169"	5	"172.016.114.207"
1998-06-2412:49:13	1	"197.182.091.233"	2	"204.071.242.042"	2	"197.182.091.233"	2	"204.071.242.042"
1998-06-2410:01:52	14	"197.218.177.069"	1	"206.196.140.002"	14	"197.218.177.069"	14	"172.016.114.169"
1998-06-2411:08:07	1	"172.016.115.005"	2	"167.008.029.016"	2	"172.016.115.005"	2	"205.181.112.065"
1998-06-2412:02:06	4	"197.218.177.069"	2	"135.013.216.191"	6	"172.016.114.148"	4	"172.016.114.207"
1998-06-2408:34:01	1	"172.016.114.207"	5	"140.147.248.009"	6	"172.016.114.207"	5	"140.147.248.009"
1998-06-2409:10:23	1	"172.016.113.204"	2	"204.071.200.074"	3	"172.016.113.084"	2	"204.071.200.074"
1998-06-2409:37:39	1	"172.016.114.169"	2	"204.140.012.228"	5	"172.016.112.207"	2	"204.140.012.228"
1998-06-2418:43:42	2	"192.168.001.010"	1	"172.016.116.044"	2	"192.168.001.010"	2	"172.016.116.044"
1998-06-2421:28:08	1	"192.168.001.001"	1	"192.168.001.001"	1	"192.168.001.005"	1	"192.168.001.005"
1998-06-2417:37:02	4	"172.016.114.148"	9	"192.168.001.010"	8	"172.016.116.044"	9	"192.168.001.010"
1998-06-2417:13:39	3	"192.168.001.010"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2417:21:39	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2416:22:47	2	"192.168.001.010"	11	"192.168.001.010"	11	"172.016.116.044"	11	"192.168.001.010"
1998-06-2416:06:41	2	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2416:56:46	1	"195.073.151.050"	3	"207.046.148.250"	4	"172.016.112.149"	3	"207.046.148.250"
1998-06-2414:46:23	1	"172.016.117.132"	3	"204.096.116.009"	5	"172.016.117.132"	3	"204.096.116.009"
1998-06-2414:26:18	22	"172.016.114.148"	3	"195.115.218.108"	22	"172.016.114.148"	22	"194.027.251.021"
1998-06-2414:21:43	1	"196.227.033.189"	2	"172.016.113.204"	4	"196.227.033.189"	2	"172.016.113.204"
1998-06-2408:28:29	1	"196.037.075.158"	4	"204.152.167.020"	4	"172.016.113.204"	4	"204.152.167.020"
1998-06-2409:16:44	1	"209.012.013.144"	2	"204.162.080.136"	2	"172.016.116.194"	2	"204.162.080.136"
1998-06-2411:24:31	1	"194.027.251.021"	1	"128.143.137.029"	8	"194.027.251.021"	1	"209.068.008.234"
1998-06-2500:21:12	1	"172.016.116.194"	1	"146.137.096.068"	2	"172.016.116.194"	1	"146.139.240.200"
1998-06-2416:59:36	3	"197.218.177.069"	6	"192.168.001.010"	9	"194.027.251.021"	6	"192.168.001.010"
1998-06-2417:12:35	3	"172.016.114.148"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2418:40:53	2	"192.168.001.010"	2	"192.168.001.010"	2	"192.168.001.010"	2	"192.168.001.010"
1998-06-2413:53:45	1	"172.016.117.132"	3	"156.046.046.226"	7	"172.016.114.207"	3	"156.046.046.226"
1998-06-2415:35:58	2	"172.016.116.044"	2	"172.016.113.084"	8	"135.013.216.191"	2	"192.168.001.010"
1998-06-2416:23:05	3	"192.168.001.010"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2411:05:59	1	"172.016.114.169"	2	"196.037.075.158"	8	"172.016.114.169"	3	"135.013.216.191"
1998-06-2411:16:44	22	"172.016.114.148"	2	"172.016.114.148"	22	"172.016.114.148"	22	"194.007.248.153"
1998-06-2413:25:39	1	"172.016.113.204"	2	"172.016.112.207"	8	"135.008.060.182"	3	"172.016.113.105"
1998-06-2408:28:33	1	"172.016.113.204"	27	"206.132.025.071"	31	"172.016.113.204"	27	"206.132.025.071"
1998-06-2409:04:55	1	"172.016.116.194"	2	"205.181.112.065"	3	"172.016.114.148"	2	"205.181.112.065"
1998-06-2410:33:22	1	"195.073.151.050"	2	"207.025.071.145"	3	"195.073.151.050"	2	"207.025.071.145"
1998-06-2423:43:54	1	"172.016.115.087"	1	"207.025.071.086"	5	"172.016.115.087"	1	"209.068.021.099"
1998-06-2500:23:39	1	"172.016.116.194"	1	"207.025.144.019"	3	"172.016.116.194"	1	"207.206.205.228"
1998-06-2415:50:44	3	"172.016.114.148"	2	"172.016.113.084"	3	"196.227.033.189"	4	"196.037.075.158"
1998-06-2416:12:33	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2416:43:59	2	"172.016.116.044"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2414:57:28	1	"194.007.248.153"	2	"152.163.210.008"	4	"172.016.114.148"	2	"152.163.210.008"
1998-06-2415:31:56	1	"172.016.116.194"	3	"135.013.216.191"	2	"172.016.114.207"	3	"135.013.216.191"
1998-06-2415:27:21	1	"196.227.033.189"	2	"155.223.064.002"	6	"172.016.115.005"	2	"207.121.190.172"
1998-06-2411:19:12	1	"172.016.114.207"	2	"194.007.248.153"	4	"172.016.114.207"	2	"194.007.248.153"
1998-06-2412:28:47	1	"192.168.001.005"	2	"204.071.200.074"	2	"172.016.113.105"	2	"204.071.200.074"
1998-06-2413:20:07	1	"195.073.151.050"	2	"134.205.165.120"	3	"172.016.116.194"	2	"172.016.114.207"
1998-06-2409:12:38	900	"207.103.080.104"	45	"172.016.118.010"	900	"207.103.080.104"	45	"172.016.118.100"
1998-06-2409:42:48	1	"172.016.114.050"	2	"203.018.051.047"	5	"172.016.114.050"	3	"172.016.114.050"
1998-06-2410:43:06	4	"197.218.177.069"	1	"207.025.071.027"	4	"197.218.177.069"	4	"172.016.112.149"
1998-06-2416:45:21	2	"172.016.116.044"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2420:55:26	1	"172.016.117.103"	1	"192.208.046.158"	1	"172.016.117.103"	1	"192.208.046.158"
1998-06-2503:59:47	1	"172.016.112.020"	1	"192.168.001.010"	1	"172.016.112.020"	1	"192.168.001.010"
1998-06-2414:55:25	1	"172.016.114.148"	2	"207.025.071.027"	4	"135.013.216.191"	3	"172.016.114.050"
1998-06-2415:00:23	18	"172.016.114.148"	4	"206.132.025.071"	18	"172.016.114.148"	14	"195.115.218.108"
1998-06-2416:56:38	2	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2412:56:51	1	"195.073.151.050"	2	"152.163.212.112"	2	"172.016.114.169"	2	"152.163.212.112"
1998-06-2413:47:28	1	"196.227.033.189"	2	"038.165.144.107"	7	"196.227.033.189"	2	"207.077.090.013"
1998-06-2413:47:55	1	"196.227.033.189"	3	"196.227.033.189"	10	"196.227.033.189"	4	"196.227.033.189"
1998-06-2410:15:08	1	"197.218.177.069"	2	"172.016.114.207"	7	"194.027.251.021"	2	"205.216.163.092"
1998-06-2410:23:08	1	"195.115.218.108"	2	"172.016.114.207"	8	"135.013.216.191"	2	"172.016.114.207"
1998-06-2411:43:56	1	"194.027.251.021"	1	"172.016.113.084"	2	"172.016.114.169"	1	"207.211.130.015"
1998-06-2419:53:09	1	"172.016.115.087"	1	"204.034.175.079"	1	"172.016.115.087"	1	"204.034.175.079"
1998-06-2417:34:28	1	"194.007.248.153"	2	"172.016.112.194"	3	"172.016.116.201"	2	"207.178.060.131"
1998-06-2500:12:45	1	"172.016.116.194"	1	"192.168.001.010"	2	"172.016.116.194"	1	"209.061.101.125"
1998-06-2418:31:04	1	"172.016.116.201"	3	"192.168.001.010"	4	"172.016.116.201"	3	"192.168.001.010"
1998-06-2416:12:07	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
